timestamp_utc,tf_version,depth,base_filters,batch_size,epochs,params,epoch_times_json,avg_time_sec,images_per_sec,test_acc
2025-12-18T08:43:50,2.20.0,2,128,32,3,3134986,"[14.95828530099243, 5.456516429083422, 5.447671455796808]",5.452093942440115,9170.788421452295,0.7305999994277954
2025-12-18T08:44:29,2.20.0,3,16,32,3,204570,"[15.230005093151703, 3.8536459219176322, 3.931743419962004]",3.892694670939818,12844.572777121622,0.6947000026702881
2025-12-18T08:45:07,2.20.0,3,32,32,3,550570,"[14.624632033985108, 4.102871279930696, 4.179494203999639]",4.141182741965167,12073.845351792632,0.7265999913215637
2025-12-18T08:45:49,2.20.0,3,64,32,3,1671114,"[15.906971174990758, 4.904999876162037, 4.945361193967983]",4.92518053506501,10151.912126677002,0.722599983215332
2025-12-18T08:46:38,2.20.0,3,128,32,3,5626378,"[18.992306280881166, 7.4476174369920045, 7.404149282025173]",7.425883359508589,6733.205677944929,0.10000000149011612
2025-12-18T08:47:20,2.20.0,4,16,32,3,360474,"[17.002168732928112, 4.309772690059617, 4.297725867014378]",4.303749278536998,11617.777143606478,0.6328999996185303
2025-12-18T08:48:04,2.20.0,4,32,32,3,1304746,"[18.440980188082904, 4.775605984963477, 4.8161967089399695]",4.795901346951723,10425.568914544087,0.6800000071525574
2025-12-18T08:48:52,2.20.0,4,64,32,3,4948938,"[19.13360098307021, 6.446092028869316, 6.360043249092996]",6.403067638981156,7808.757117542476,0.10000000149011612
2025-12-18T08:49:54,2.20.0,4,128,32,3,19259914,"[24.911664940882474, 10.291477869963273, 10.277176994131878]",10.284327432047576,4861.766637669681,0.10000000149011612
2025-12-18T08:50:40,2.20.0,5,16,32,3,1212954,"[19.750477022957057, 4.79755493090488, 4.707783963996917]",4.752669447450899,10520.40343912779,0.10000000149011612
2025-12-18T08:51:28,2.20.0,5,32,32,3,4779178,"[20.94799562986009, 5.5922092059627175, 5.588781718863174]",5.590495462412946,8943.751110464047,0.10000000149011612
2025-12-18T08:52:27,2.20.0,5,64,32,3,18975690,"[25.419683360960335, 8.505182739114389, 8.503849742934108]",8.504516241024248,5879.229174589502,0.10000000149011612
2025-12-18T08:54:00,2.20.0,5,128,32,3,75624970,"[37.28172209789045, 18.74550174502656, 18.732767672045156]",18.739134708535857,2668.2128485486855,0.10000000149011612
2025-12-18T08:54:30,2.20.0,2,16,96,3,280218,"[11.788793765939772, 1.370658520841971, 1.3707847518380731]",1.370721636340022,36477.13633054302,0.6809999942779541
2025-12-18T08:55:01,2.20.0,2,32,96,3,591274,"[12.06270290305838, 1.5594111350364983, 1.5692733300384134]",1.5643422325374559,31962.315508734322,0.7172999978065491
2025-12-18T08:55:31,2.20.0,2,64,96,3,1310154,"[11.143945385934785, 1.9505577278323472, 1.9394141139928252]",1.9449859209125862,25707.126957782828,0.7523000240325928
2025-12-18T08:56:07,2.20.0,2,128,96,3,3134986,"[14.057860799133778, 3.1776411251630634, 3.1741189809981734]",3.1758800530806184,15743.667633637413,0.7447999715805054
2025-12-18T08:56:41,2.20.0,3,16,96,3,204570,"[14.674654196947813, 1.5170737751759589, 1.5438456730917096]",1.5304597241338342,32669.922123104265,0.6708999872207642
2025-12-18T08:57:15,2.20.0,3,32,96,3,550570,"[14.593957162927836, 1.7648659099359065, 1.7610897030681372]",1.7629778065020218,28361.105747103265,0.7394000291824341
2025-12-18T08:57:51,2.20.0,3,64,96,3,1671114,"[15.557165793143213, 2.3843810518737882, 2.395637708948925]",2.3900093804113567,20920.41998236603,0.7382000088691711
2025-12-18T08:58:34,2.20.0,3,128,96,3,5626378,"[18.081634727073833, 4.252654004842043, 4.234592167893425]",4.243623086367734,11782.384764712164,0.7515000104904175
2025-12-18T08:59:10,2.20.0,4,16,96,3,360474,"[17.60976384812966, 1.7073060609400272, 1.680893492884934]",1.6940997769124806,29514.20021501075,0.6541000008583069
2025-12-18T08:59:47,2.20.0,4,32,96,3,1304746,"[16.94307081704028, 2.0710724839009345, 2.06090365187265]",2.065988067886792,24201.49505081256,0.6917999982833862
2025-12-18T09:00:28,2.20.0,4,64,96,3,4948938,"[18.683089132187888, 2.9740098889451474, 2.947830799035728]",2.9609203439904377,16886.64137874608,0.7016000151634216
2025-12-18T09:01:20,2.20.0,4,128,96,3,19259914,"[24.286215062020347, 5.549425408942625, 5.545035912888125]",5.547230660915375,9013.506568654073,0.10000000149011612
2025-12-18T09:02:00,2.20.0,5,16,96,3,1212954,"[20.030450851190835, 1.9057419681921601, 1.8981987501028925]",1.9019703591475263,26288.527452346985,0.6395000219345093
2025-12-18T09:02:42,2.20.0,5,32,96,3,4779178,"[20.93117014411837, 2.3980462700128555, 2.3666569548659027]",2.382351612439379,20987.666026679886,0.10000000149011612
2025-12-18T09:03:29,2.20.0,5,64,96,3,18975690,"[23.08590203989297, 3.7737080859951675, 3.7817989902105182]",3.777753538102843,13235.37904092854,0.10000000149011612
2025-12-18T09:04:37,2.20.0,5,128,96,3,75624970,"[32.805415966082364, 8.642641047015786, 8.629541555186734]",8.63609130110126,5789.656252664221,0.10000000149011612
2025-12-18T09:05:05,2.20.0,2,16,192,3,280218,"[10.603847997961566, 0.8872813971247524, 0.8856646849308163]",0.8864730410277843,56403.29450067605,0.6427000164985657
2025-12-18T09:05:33,2.20.0,2,32,192,3,591274,"[10.927836904069409, 1.0971045328769833, 1.0876876150723547]",1.092396073974669,45770.94443233913,0.6748999953269958
2025-12-18T09:06:02,2.20.0,2,64,192,3,1310154,"[11.28327855002135, 1.4709445838816464, 1.4782037059776485]",1.4745741449296474,33908.09487059433,0.7271000146865845
2025-12-18T09:06:38,2.20.0,2,128,192,3,3134986,"[15.007190886884928, 2.6349889650009573, 2.6316946698352695]",2.6333418174181134,18987.28059884873,0.7465999722480774
2025-12-18T09:07:10,2.20.0,3,16,192,3,204570,"[15.048012590035796, 0.9737185030244291, 0.9545671918895096]",0.9641428474569693,51859.53526687502,0.6301000118255615
2025-12-18T09:07:42,2.20.0,3,32,192,3,550570,"[13.020977471023798, 1.2322110140230507, 1.2365998008754104]",1.2344054074492306,40505.33131033488,0.6905999779701233
2025-12-18T09:08:15,2.20.0,3,64,192,3,1671114,"[14.479072210146114, 1.7960780200082809, 1.7720868971664459]",1.7840824585873634,28025.61045277582,0.7192000150680542
2025-12-18T09:08:57,2.20.0,3,128,192,3,5626378,"[18.870295699918643, 3.505344965029508, 3.4869647298473865]",3.496154847438447,14301.426047142579,0.7192000150680542
2025-12-18T09:09:33,2.20.0,4,16,192,3,360474,"[18.176244670990855, 1.0730868459213525, 1.061630924930796]",1.0673588854260743,46844.599958561004,0.6298999786376953
2025-12-18T09:10:09,2.20.0,4,32,192,3,1304746,"[17.42091206391342, 1.4150026759598404, 1.4023315419908613]",1.4086671089753509,35494.54635621432,0.6632000207901001
2025-12-18T09:10:47,2.20.0,4,64,192,3,4948938,"[17.536475335014984, 2.155701925046742, 2.1578741890843958]",2.156788057065569,23182.620951651505,0.663100004196167
2025-12-18T09:11:37,2.20.0,4,128,192,3,19259914,"[24.65837228600867, 4.438722612103447, 4.42442887602374]",4.4315757440635934,11282.668488060597,0.6597999930381775
2025-12-18T09:12:16,2.20.0,5,16,192,3,1212954,"[19.73443210707046, 1.1922337168361992, 1.163536777952686]",1.1778852473944426,42448.95681527822,0.5985000133514404
2025-12-18T09:12:56,2.20.0,5,32,192,3,4779178,"[20.567322060931474, 1.6040172928478569, 1.593780058203265]",1.598898675525561,31271.525059938464,0.61080002784729
2025-12-18T09:13:40,2.20.0,5,64,192,3,18975690,"[22.851963630877435, 2.6350660999305546, 2.6201722000259906]",2.6276191499782726,19028.63282162236,0.6571999788284302
2025-12-18T09:14:43,2.20.0,5,128,192,3,75624970,"[32.87970512290485, 6.149101058021188, 6.136420506052673]",6.14276078203693,8139.662567719278,0.10000000149011612
2025-12-18T09:15:11,2.20.0,2,16,384,3,280218,"[11.62425681296736, 0.6489579421468079, 0.6494516239035875]",0.6492047830251977,77017.30071520335,0.5681999921798706
2025-12-18T09:15:40,2.20.0,2,32,384,3,591274,"[12.251345079857856, 0.8706025059800595, 0.8710693789180368]",0.8708359424490482,57416.095917429884,0.6324999928474426
2025-12-18T09:16:12,2.20.0,2,64,384,3,1310154,"[13.208871643058956, 1.248761880910024, 1.2346407468430698]",1.241701313876547,40267.33276451306,0.6712999939918518
2025-12-18T09:16:51,2.20.0,2,128,384,3,3134986,"[17.34717176295817, 2.347674165153876, 2.360938078025356]",2.354306121589616,21237.6799862544,0.6574000120162964
2025-12-18T09:17:21,2.20.0,3,16,384,3,204570,"[12.887716147117317, 0.7094609891064465, 0.703505224082619]",0.7064831065945327,70773.10063508168,0.5662999749183655
2025-12-18T09:17:52,2.20.0,3,32,384,3,550570,"[14.141036652959883, 0.9715460329316556, 0.967035423964262]",0.9692907284479588,51584.11045575631,0.6376000046730042
2025-12-18T09:18:28,2.20.0,3,64,384,3,1671114,"[16.591723598074168, 1.5068578659556806, 1.504546504933387]",1.5057021854445338,33207.0979794974,0.6468999981880188
2025-12-18T09:19:14,2.20.0,3,128,384,3,5626378,"[22.97023037611507, 3.126320131821558, 3.128563439939171]",3.1274417858803645,15987.507817327818,0.6563000082969666
2025-12-18T09:19:47,2.20.0,4,16,384,3,360474,"[15.913023549132049, 0.777537452057004, 0.7648601089604199]",0.7711987805087119,64834.1274178599,0.5799999833106995
2025-12-18T09:20:21,2.20.0,4,32,384,3,1304746,"[15.723964502103627, 1.0807994501665235, 1.0838554129004478]",1.0823274315334857,46196.740970667226,0.5831999778747559
2025-12-18T09:21:01,2.20.0,4,64,384,3,4948938,"[19.50948977097869, 1.7805971091147512, 1.7718412671238184]",1.7762191881192848,28149.679011711123,0.6517999768257141
2025-12-18T09:21:57,2.20.0,4,128,384,3,19259914,"[29.94034049892798, 3.9190639208536595, 3.9421367030590773]",3.9306003119563684,12720.703208592995,0.5860999822616577
2025-12-18T09:22:34,2.20.0,5,16,384,3,1212954,"[18.453057871898636, 0.8437821429688483, 0.8301890220027417]",0.836985582485795,59738.18551509945,0.5600000023841858
2025-12-18T09:23:15,2.20.0,5,32,384,3,4779178,"[20.025209743063897, 1.1940248769242316, 1.1898367051035166]",1.1919307910138741,41948.74432052322,0.5249000191688538
2025-12-18T09:23:59,2.20.0,5,64,384,3,18975690,"[23.294110000832006, 2.0759056080132723, 2.0650675860233605]",2.0704865970183164,24148.912662368555,0.5544000267982483
2025-12-18T09:25:07,2.20.0,5,128,384,3,75624970,"[39.49382429593243, 4.957705988083035, 4.969497615005821]",4.963601801544428,10073.330214450818,0.45989999175071716
2025-12-18T09:25:36,2.20.0,2,16,768,3,280218,"[12.30992879695259, 0.5419021779671311, 0.5338841190095991]",0.5378931484883651,92955.26470362082,0.5293999910354614
2025-12-18T09:26:06,2.20.0,2,32,768,3,591274,"[13.146077390993014, 0.7492031019646674, 0.7459312349092215]",0.7475671684369445,66883.62211591343,0.5415999889373779
2025-12-18T09:26:39,2.20.0,2,64,768,3,1310154,"[14.522302333032712, 1.1174523781519383, 1.1132114981301129]",1.1153319381410256,44829.703418461475,0.6301000118255615
2025-12-18T09:27:22,2.20.0,2,128,768,3,3134986,"[21.375290588010103, 2.220358164049685, 2.2127783889882267]",2.216568276518956,22557.39222187339,0.6456999778747559
2025-12-18T09:27:53,2.20.0,3,16,768,3,204570,"[13.781254493165761, 0.5979559689294547, 0.5876643699593842]",0.5928101694444194,84344.03216608093,0.49959999322891235
2025-12-18T09:28:26,2.20.0,3,32,768,3,550570,"[15.425738567020744, 0.8698760580737144, 0.8487037718296051]",0.8592899149516597,58187.57922093477,0.5432000160217285
2025-12-18T09:29:03,2.20.0,3,64,768,3,1671114,"[18.563835273031145, 1.3618464511819184, 1.3630773520562798]",1.362461901619099,36698.27386775502,0.5809999704360962
2025-12-18T09:29:56,2.20.0,3,128,768,3,5626378,"[28.97255259519443, 2.9287852470297366, 2.931603497825563]",2.93019437242765,17063.714431536253,0.5135999917984009
2025-12-18T09:30:29,2.20.0,4,16,768,3,360474,"[16.19885654305108, 0.6402842358220369, 0.6240802751854062]",0.6321822555037215,79091.11583677733,0.47699999809265137
2025-12-18T09:31:04,2.20.0,4,32,768,3,1304746,"[16.8143681101501, 0.9254858398344368, 0.9260074989870191]",0.9257466694107279,54010.45626426812,0.39149999618530273
2025-12-18T09:31:46,2.20.0,4,64,768,3,4948938,"[22.39170076791197, 1.5688073120545596, 1.566881958860904]",1.5678446354577318,31890.914998349002,0.45350000262260437
2025-12-18T09:32:53,2.20.0,4,128,768,3,19259914,"[39.89147595316172, 3.624400267843157, 3.626598793081939]",3.625499530462548,13791.2029997204,0.4262999892234802
2025-12-18T09:33:29,2.20.0,5,16,768,3,1212954,"[18.320172453997657, 0.673662549816072, 0.6698706070892513]",0.6717665784526616,74430.61563909498,0.41909998655319214
2025-12-18T09:34:08,2.20.0,5,32,768,3,4779178,"[20.776915524853393, 1.0114250017795712, 1.007910056039691]",1.009667528909631,49521.251865944854,0.39559999108314514
2025-12-18T09:34:54,2.20.0,5,64,768,3,18975690,"[26.515381610020995, 1.7893084781244397, 1.7740742829628289]",1.7816913805436343,28063.221580352412,0.43650001287460327
2025-12-18T09:36:17,2.20.0,5,128,768,3,75624970,"[53.49129370297305, 4.376195488963276, 4.332836603047326]",4.354516046005301,11482.332243526456,0.10000000149011612
2025-12-18T09:36:50,2.20.0,2,16,1536,3,280218,"[16.47844611504115, 0.4860379968304187, 0.4849867429584265]",0.4855123698944226,102983.98784540295,0.4885999858379364
2025-12-18T09:37:26,2.20.0,2,32,1536,3,591274,"[18.53801861195825, 0.685958398040384, 0.6820753267966211]",0.6840168624185026,73097.61315417464,0.5113999843597412
2025-12-18T09:38:09,2.20.0,2,64,1536,3,1310154,"[23.107467477908358, 1.0501658369321376, 1.045257403049618]",1.0477116199908778,47723.055701563506,0.5586000084877014
2025-12-18T09:39:13,2.20.0,2,128,1536,3,3134986,"[40.15424560406245, 2.1477021919563413, 2.1478911589365453]",2.1477966754464433,23279.671009643847,0.5364999771118164
2025-12-18T09:39:48,2.20.0,3,16,1536,3,204570,"[18.72632806794718, 0.5370532181113958, 0.5276507660746574]",0.5323519920930266,93922.81938011922,0.4828000068664551
2025-12-18T09:40:28,2.20.0,3,32,1536,3,550570,"[21.156579523114488, 0.7724498559255153, 0.7767562950029969]",0.7746030754642561,64549.18858930768,0.5062000155448914
2025-12-18T09:41:17,2.20.0,3,64,1536,3,1671114,"[29.559653162024915, 1.2830435568466783, 1.2731589330360293]",1.2781012449413538,39120.531489893256,0.498199999332428
2025-12-18T09:42:41,2.20.0,3,128,1536,3,5626378,"[56.424624355044216, 2.853128164075315, 2.856803969014436]",2.8549660665448755,17513.34300813977,0.48420000076293945
2025-12-18T09:43:16,2.20.0,4,16,1536,3,360474,"[16.930460757110268, 0.5672732540406287, 0.5623722979798913]",0.56482277601026,88523.34240694952,0.44110000133514404
2025-12-18T09:43:58,2.20.0,4,32,1536,3,1304746,"[24.108429078944027, 0.8417005680967122, 0.8321779749821872]",0.8369392715394497,59741.491049919285,0.41769999265670776
2025-12-18T09:44:55,2.20.0,4,64,1536,3,4948938,"[35.70380484499037, 1.4706829248461872, 1.4764396010432392]",1.4735612629447132,33931.40228189885,0.39329999685287476
2025-12-18T09:46:49,2.20.0,4,128,1536,3,19259914,"[81.06141683994792, 3.4975058450363576, 3.4951103019993752]",3.4963080735178664,14300.79928559948,0.3587000072002411
2025-12-18T09:47:26,2.20.0,5,16,1536,3,1212954,"[19.911561553832144, 0.5927575048990548, 0.5944021961186081]",0.5935798505088314,84234.66523861744,0.37959998846054077
2025-12-18T09:48:10,2.20.0,5,32,1536,3,4779178,"[24.807005046866834, 0.8973593630362302, 0.8900432700756937]",0.893701316555962,55947.10343796287,0.33410000801086426
2025-12-18T09:49:17,2.20.0,5,64,1536,3,18975690,"[45.54131804010831, 1.6325367810204625, 1.6208507041446865]",1.6266937425825745,30737.193296519916,0.10000000149011612
2025-12-18T09:51:47,2.20.0,5,128,1536,3,75624970,"[114.97011885698885, 4.063185629900545, 4.053720003925264]",4.058452816912904,12319.965823338785,0.10000000149011612
2025-12-18T09:55:03,2.20.0,2,16,2048,3,280218,"[18.336626284988597, 0.47288731508888304, 0.47993152402341366]",0.47640941955614835,104951.74517452448,0.4677000045776367
2025-12-18T09:55:44,2.20.0,2,64,1024,3,1310154,"[21.470657907193527, 1.0817601000890136, 1.0830797769594938]",1.0824199385242537,46192.79285280798,0.588100016117096
2025-12-18T09:56:18,2.20.0,3,64,256,3,1671114,"[15.196089119883254, 1.673123873071745, 1.6614097999408841]",1.6672668365063146,29989.200831687405,0.713699996471405
2025-12-18T09:56:57,2.20.0,4,64,128,3,4948938,"[17.602873344905674, 2.6338197549339384, 2.638112163869664]",2.6359659594018012,18968.378488221017,0.7113000154495239
2025-12-18T09:58:08,2.20.0,5,128,64,3,75624970,"[30.649694944964722, 11.171622904017568, 11.170983756892383]",11.171303330454975,4475.753501714616,0.10000000149011612
2025-12-18T09:58:42,2.20.0,3,32,512,3,550570,"[16.237533999839798, 0.9090085257776082, 0.909261693013832]",0.9091351093957201,54997.32601156915,0.6028000116348267
2025-12-18T09:59:18,2.20.0,2,16,2048,3,280218,"[17.871961693977937, 0.4742342319805175, 0.4716638019308448]",0.47294901695568115,105719.6403998137,0.4675999879837036
2025-12-18T09:59:59,2.20.0,2,64,1024,3,1310154,"[21.35172949382104, 1.0832785330712795, 1.08121601305902]",1.0822472730651498,46200.16261014877,0.5976999998092651
2025-12-18T10:00:33,2.20.0,3,64,256,3,1671114,"[15.225357769988477, 1.6577732171863317, 1.6578634099569172]",1.6578183135716245,30160.120437009395,0.7257000207901001
2025-12-18T10:01:12,2.20.0,4,64,128,3,4948938,"[17.359787030145526, 2.634690608130768, 2.628553364193067]",2.6316219861619174,18999.689264992947,0.7002000212669373
2025-12-18T10:02:22,2.20.0,5,128,64,3,75624970,"[30.6033122621011, 11.1648631230928, 11.171463995007798]",11.1681635590503,4477.011796579725,0.10000000149011612
2025-12-18T10:02:56,2.20.0,3,32,512,3,550570,"[16.103974085999653, 0.9387680559884757, 0.9244055049493909]",0.9315867804689333,53671.865088973755,0.6080999970436096
2025-12-18T10:03:32,2.20.0,2,16,2048,3,280218,"[18.42394569911994, 0.478805520106107, 0.47031612298451364]",0.4745608215453103,105360.57282854749,0.46720001101493835
2025-12-18T10:04:13,2.20.0,2,64,1024,3,1310154,"[21.380891238804907, 1.0821892789099365, 1.082723034080118]",1.0824561564950272,46191.24728515478,0.5953999757766724
2025-12-18T10:04:47,2.20.0,3,64,256,3,1671114,"[15.092554579954594, 1.6579665099270642, 1.6448380388319492]",1.6514022743795067,30277.298739210506,0.7032999992370605
2025-12-18T10:05:26,2.20.0,4,64,128,3,4948938,"[17.343581713037565, 2.611910818843171, 2.6198309680912644]",2.6158708934672177,19114.093178248288,0.6898000240325928
2025-12-18T10:06:36,2.20.0,5,128,64,3,75624970,"[30.495004268130288, 11.154683558037505, 11.18041655793786]",11.167550057987683,4477.257745913311,0.10000000149011612
2025-12-18T10:07:10,2.20.0,3,32,512,3,550570,"[15.977390650194138, 0.9135773500893265, 0.9055751068517566]",0.9095762284705415,54970.65384401628,0.5914999842643738
2025-12-18T11:29:12,2.20.0,2,16,160,3,280218,"[11.278774441918358, 1.04825847200118, 1.0422157540451735]",1.0452371130231768,47836.03584011977,0.6478999853134155
2025-12-19T00:43:51,2.20.0,3,32,320,3,550570,"[15.137105582049116, 1.0334305039141327, 1.032455613836646]",1.0329430588753894,48405.37875769958,0.6597999930381775
2025-12-19T00:45:17,2.20.0,4,64,640,3,4948938,"[21.294251746032387, 1.5956991310231388, 1.5987605820409954]",1.597229856532067,31304.198200101808,0.4528999924659729
2025-12-19T00:46:54,2.20.0,5,128,48,3,75624970,"[34.42940475209616, 13.503478943137452, 13.499711390119046]",13.501595166628249,3703.2661239602617,0.10000000149011612
2025-12-19T00:48:06,2.20.0,2,64,1280,3,1310154,"[17.30744658410549, 1.0679646460339427, 1.0666244910098612]",1.067294568521902,46847.42289023834,0.5375000238418579
2025-12-19T01:05:38,2.20.0,3,32,320,3,550570,"[15.029989882139489, 8.843481444055215, 1.0248526779469103]",4.934167061001062,10133.422598353573,0.6546000242233276
